batchsize,dim_input,dim_output,activation_fct
63,1934,3742,1
52,1505,1826,0
46,163,2829,0
28,1775,2607,1
10,2406,72,1
27,687,1853,0
2,500,3877,1
32,3040,2633,1
25,2422,1666,0
46,1784,1793,0
38,818,2752,1
37,3148,181,0
11,2346,1296,1
26,1883,4054,1
14,1560,186,1
18,2181,1987,0
45,3640,764,1
59,1832,607,0
34,723,4000,1
8,3116,2115,0
25,481,1976,0
55,828,1221,1
38,1802,3694,1
6,3845,905,0
38,2554,1614,0
54,742,238,1
18,2539,1820,1
21,3208,2992,0
45,97,1433,1
6,2213,1042,1
9,1943,625,1
18,2219,2350,0
10,3244,3158,1
1,2493,343,1
13,1177,705,0
9,3017,3295,1
44,1416,123,0
4,65,3108,1
57,4024,2790,0
18,2517,288,0
55,3895,1576,1
56,554,1339,0
24,1085,1755,0
20,1867,1670,1
15,1507,470,0
22,1198,2353,1
43,2303,3211,0
8,759,3294,0
61,3634,1860,1
7,2040,437,1
46,1851,3076,0
14,2737,2573,0
61,2421,3834,1
57,1442,2227,0
15,2721,87,1
42,814,2105,0
5,2256,1119,0
49,1216,1122,0
12,2436,1939,0
56,3448,1649,1
36,1954,1710,1
37,1993,3576,1
18,140,89,1
55,3003,1188,0
51,2141,496,1
61,3881,2820,1
24,700,8,0
6,523,229,1
35,1241,2553,1
40,712,3728,0
15,2199,671,1
60,1732,2171,0
58,842,1724,1
30,725,1508,0
3,4008,2507,1
21,3003,717,1
29,3251,3417,1
47,185,2672,0
11,2981,42,1
19,3669,3475,0
42,628,1385,0
47,93,4077,1
51,642,3302,1
26,3623,3394,1
38,253,1442,1
52,2733,497,0
9,4011,3549,0
57,1039,2811,1
45,925,1461,1
54,2901,714,0
30,2254,2965,0
46,3210,138,1
42,1999,3603,1
47,734,3374,1
16,1211,752,1
39,907,1022,1
26,920,1093,1
26,2067,1406,0
3,3922,3044,1
10,2221,1484,0
58,1170,2296,1
14,1436,3497,0
52,1396,1675,0
28,1283,1264,1
30,3652,1026,0
2,407,1344,1
31,478,2218,1
40,3305,3779,1
45,2977,1225,0
37,2444,1520,1
57,58,1524,1
63,300,685,0
12,772,1483,1
59,675,584,1
15,1908,579,0
33,2875,2210,1
64,3093,3586,1
47,3463,3238,0
5,607,1424,0
47,663,3030,0
46,1287,3505,0
41,1585,2016,1
47,263,3604,0
2,3441,413,1
52,1573,1309,1
30,2286,3894,1
34,2195,3685,0
27,1378,3771,1
29,776,2610,0
12,4036,3691,1
4,3172,3962,1
12,771,937,0
27,3725,3643,0
48,3688,2769,0
4,1214,250,0
60,931,1894,0
45,3839,841,1
45,2017,227,1
40,2028,2642,1
45,976,1623,0
35,3413,2077,0
20,2550,1380,1
11,2887,2878,1
52,4008,2412,1
64,2271,968,1
28,3804,1294,0
20,2272,3125,1
61,2409,3072,0
44,1302,3155,1
10,988,1356,1
17,798,2614,1
8,1928,3897,1
11,1520,3628,0
37,907,2941,1
35,3775,694,0
26,1958,1284,1
50,27,3322,1
9,1499,1092,1
38,3703,2567,1
6,940,2980,0
3,279,824,0
9,2247,740,0
48,3890,2194,0
19,2045,491,1
55,1517,3137,0
42,6,2401,1
29,459,219,0
27,569,3336,1
4,2246,2436,1
54,1864,2049,0
12,3694,1451,0
28,1329,4017,1
25,795,2285,0
29,631,3268,0
18,1021,1808,1
28,952,567,1
41,304,2970,0
6,824,1402,1
38,1497,3741,1
22,828,1122,1
24,1494,2893,1
24,2500,893,0
60,45,2254,0
11,2895,2577,1
36,1588,1757,1
49,851,89,0
40,3248,3044,0
15,2874,553,1
24,2306,3723,0
54,1893,1740,0
15,1995,727,0
3,1138,3558,0
1,4062,4037,1
19,88,3078,1
40,1882,1532,1
18,694,3444,1
47,895,2431,0
31,2924,3792,1
4,3505,1583,0
63,3682,3579,1
58,3787,1822,1
46,231,2004,1
35,2985,251,0
30,660,1364,0
35,1274,2230,1
12,1167,3701,0
8,1740,2401,1
48,3952,3307,0
1,2721,1997,1
9,3030,137,1
1,539,1739,1
14,594,2449,0
42,15,2792,0
33,2366,2256,0
52,3530,2907,0
64,904,3016,0
48,1184,2456,1
35,3472,3873,0
53,2516,2725,0
1,1330,875,1
34,1803,1717,1
53,1292,2752,1
12,2238,1533,1
33,457,2634,1
7,2214,1595,0
45,2543,3746,1
46,190,1829,1
14,3497,3958,0
29,3095,830,0
33,400,1929,0
46,3050,3209,1
7,12,2589,0
52,3470,3731,1
16,320,1819,0
44,3077,3886,0
20,2418,1699,0
29,2325,4016,0
63,1290,3163,1
52,4085,2281,1
19,2243,3851,1
18,1699,2484,1
57,2036,1172,0
54,3940,1222,1
24,2135,1288,1
16,2325,1884,0
22,3141,1349,0
48,2593,1406,1
45,2714,452,1
13,1397,995,0
4,3530,941,1
1,4009,3615,1
64,3736,2273,0
58,3017,2105,1
60,1521,3679,1
53,3165,3491,1
52,2167,3477,1
57,1858,3850,1
18,1545,57,1
51,700,296,0
18,2948,1043,1
4,2934,1999,1
20,3708,2833,0
49,2904,578,0
30,4018,1473,0
41,2011,212,0
54,1491,1847,1
41,3420,3059,1
1,2529,2564,0
22,1526,1625,1
41,3608,759,0
63,3137,2673,0
7,2614,3494,1
16,129,343,0
37,2169,2786,1
27,1777,3775,0
55,3681,707,1
44,2492,1066,0
17,298,2481,1
21,3057,886,1
18,1036,830,0
37,2841,454,1
18,974,62,1
10,3048,296,0
54,3084,482,0
60,963,3597,0
48,2184,221,1
28,1415,2082,1
41,1289,1270,1
3,1831,3045,0
2,2083,3926,1
41,1325,3871,1
9,3165,223,0
51,699,3818,0
36,3084,714,0
3,3468,3559,0
37,3284,2428,1
27,4022,3935,0
10,3774,2871,0
15,4016,177,1
34,2938,899,1
60,1030,110,1
5,1749,27,1
41,2181,592,1
60,2795,3642,1
40,1694,1596,0
20,3246,1695,1
9,375,792,0
3,638,2195,1
13,527,66,0
7,116,1420,0
38,3835,3285,1
39,158,3180,0
42,2054,418,0
56,338,2278,0
37,2556,110,1
37,2493,2771,0
14,2645,982,0
20,1467,1805,1
28,4003,3281,1
58,1706,558,1
32,3231,1148,1
44,530,3243,1
40,3737,3369,1
2,2556,3189,1
29,824,3715,1
50,782,950,1
48,3267,2297,0
41,2392,4042,0
17,751,2144,1
29,288,2991,1
64,896,2979,0
63,2064,3544,1
14,3068,391,0
6,290,1047,1
17,3986,3331,1
63,2605,1115,1
38,2741,1740,0
44,4083,2619,1
52,3909,3121,0
42,2642,3124,1
3,773,3436,0
45,2507,2272,0
63,3225,699,1
14,3789,2831,1
51,2006,2001,1
16,3045,1318,0
23,364,3867,1
36,2335,2569,0
12,3236,1924,0
8,2595,3476,0
52,2425,2253,1
21,2767,1720,1
54,997,3228,1
6,1266,2436,1
60,3253,3901,0
51,261,3696,0
47,3090,1990,1
1,1471,1168,0
55,1188,2355,1
60,134,1722,1
41,2538,2510,1
44,1483,3212,0
50,1397,3012,0
44,2496,2366,0
44,3200,1835,1
59,1133,1605,1
21,2034,3712,0
28,3032,2741,1
42,78,1114,0
45,2345,1901,1
23,2464,1828,1
29,2331,1263,0
57,3109,4082,0
23,3772,535,1
55,715,3086,0
43,3044,1030,0
24,2547,3841,1
13,2858,2263,1
1,1109,3633,1
61,2695,1035,1
19,2721,3280,0
33,1148,183,0
23,1871,3609,1
6,229,2673,0
64,928,2430,1
39,1760,717,0
4,1255,4062,1
10,658,1927,0
28,4076,3549,1
12,3094,1989,0
23,3503,3309,0
38,219,2872,1
51,2679,1114,1
48,1559,2479,0
46,1687,3182,1
63,162,638,0
26,3732,3154,0
15,1311,1467,1
63,2078,3714,0
7,3946,3327,0
31,2298,2109,1
55,1824,3328,0
47,2675,3941,1
15,653,3382,0
46,1489,1183,1
39,1324,3468,0
57,1361,3875,1
43,959,1543,1
21,3135,3181,0
20,2870,1601,1
21,4089,3347,0
7,1757,1129,0
4,626,1570,0
11,2361,2302,1
63,1360,45,0
36,3798,3537,0
11,2451,1899,0
37,1372,3047,0
18,728,1727,0
15,325,209,1
32,1727,2658,1
64,3844,4076,1
8,3808,2473,1
46,3810,120,0
36,2451,1743,0
20,3795,3528,0
45,2487,2500,1
38,2823,1876,1
60,3958,1350,1
10,3083,3071,0
26,3468,3356,0
58,2875,3661,0
50,3094,1745,1
21,1944,1598,1
42,3973,962,1
33,3574,2026,1
27,3259,883,1
35,1118,2810,1
40,1890,3860,0
56,2307,1350,0
5,2211,2568,1
26,3419,1759,0
21,3149,2263,0
30,1291,189,0
44,2409,1992,1
12,3701,3373,1
53,3560,3645,0
17,3689,987,1
6,3605,2230,0
5,1050,3891,1
2,1208,591,0
13,3472,3228,0
49,3692,3733,1
55,2761,1384,1
27,3143,1606,0
38,959,2196,1
27,3656,2590,0
38,160,2956,0
33,2711,1776,0
6,1467,801,0
45,1922,2768,1
38,1884,1719,1
42,630,223,1
16,501,3225,1
34,150,23,0
55,2742,3001,1
51,3972,2019,0
44,3013,2661,0
34,2586,1741,0
29,1387,1345,0
8,3350,3001,1
10,3090,3591,0
58,2991,19,0
32,3992,3942,1
30,2515,1796,1
19,3274,2192,0
44,3660,3889,1
39,2101,2018,1
61,2873,1822,0
10,226,430,0
1,246,2365,1
57,2917,2569,0
20,3359,3551,1
29,2121,3567,1
32,595,1463,0
32,146,234,0
49,3098,3692,0
42,710,4069,1
10,3017,4031,1
53,968,2117,0
54,3498,2525,1
1,545,3936,1
54,3505,2911,0
10,127,2199,0
49,1683,2208,1
3,3952,2984,1
29,581,1963,1
24,1981,2066,1
18,916,3846,0
9,2285,214,0
8,2138,1947,1
15,428,4076,1
50,3326,1839,1
26,3624,2350,1
62,174,82,0
60,2553,327,1
25,2845,2133,1
49,2677,558,0
54,2363,3056,1
52,3996,10,1
39,1072,2774,1
28,3908,2592,1
8,1281,1074,0
36,2300,3325,0
3,2137,3908,1
16,3283,22,1
60,583,2474,0
59,832,3173,1
41,463,3326,0
32,3188,2838,0
13,158,632,0
34,2755,3403,1
29,3272,2663,1
37,727,3140,1
64,716,222,1
27,676,1532,1
40,1460,580,0
14,805,303,1
25,2901,1860,0
13,4017,884,0
17,2829,2383,0
15,1690,573,0
5,2937,2309,1
14,12,1930,1
60,2457,3200,1
51,3858,1873,0
42,1338,2326,0
14,2924,2519,0
64,1439,1460,0
42,2090,1038,1
63,2656,3399,0
38,2756,521,1
32,42,1919,1
2,945,2191,1
34,570,265,1
15,761,2779,0
62,920,3759,1
53,3505,1339,0
59,777,3856,0
50,3139,2619,0
37,4063,2770,0
7,1665,2057,0
4,1106,1034,1
42,3033,1993,1
62,2257,3700,1
17,166,3082,0
42,3694,1820,0
50,2291,2120,1
51,942,3400,1
21,2346,471,0
38,338,3716,0
1,621,1177,1
8,731,2204,1
64,1714,2981,0
39,3678,3107,0
38,402,2058,1
11,260,1619,1
58,216,3404,1
16,1056,4045,0
45,837,3571,0
47,2302,3357,0
5,490,7,1
4,2973,2755,0
30,2518,3044,0
57,1940,1226,1
58,3754,206,0
41,614,2001,0
3,2231,1145,0
51,2495,3475,1
48,1870,1714,0
33,1965,2587,0
36,2527,1927,0
54,1678,625,1
27,1211,1113,0
22,1635,3230,0
39,1123,2073,1
20,2108,609,0
13,493,3726,0
2,2432,3367,1
47,1094,1936,1
40,3261,2958,1
43,432,3190,0
57,2164,905,1
41,1827,1963,0
32,2494,966,1
28,1627,3931,0
25,2436,949,1
27,1057,2427,0
64,3547,2875,0
37,1700,3286,0
37,516,723,0
58,3414,708,1
17,2852,787,1
21,1307,2221,0
42,1184,2376,0
19,3430,3090,0
31,1246,2243,1
16,3149,2847,1
63,2842,1892,0
7,2707,3055,0
50,3673,1622,0
9,2926,404,0
4,840,839,0
57,319,3139,0
9,2446,2618,0
8,2453,2592,1
42,937,226,1
9,2209,252,0
13,3404,1923,0
27,608,1073,0
43,1902,4083,0
37,6,97,1
37,1187,2957,1
59,2904,2666,0
25,404,3657,0
3,94,2412,1
21,1957,1231,0
19,3189,2041,0
20,500,2605,0
23,173,1711,0
60,2375,3977,1
19,152,3087,1
55,3957,3676,1
2,2221,2085,0
53,3919,932,1
6,3127,877,0
62,116,3885,0
23,2497,1161,0
42,708,2070,0
42,127,1736,0
45,2215,1333,0
1,3662,564,0
57,3784,3331,1
64,2009,842,0
33,656,553,1
27,2685,2041,1
53,1895,3473,1
10,1196,1178,0
40,1473,849,0
56,3893,296,1
33,2556,2539,1
21,1752,3859,1
5,3719,3479,0
40,3818,1662,0
31,2709,1691,1
29,2858,2236,0
58,3435,320,0
39,3131,673,1
42,782,1506,1
44,861,3189,0
63,285,973,1
6,1177,705,1
55,175,2754,0
43,821,106,1
46,1483,2585,1
31,2661,4072,0
30,3177,3072,1
54,2954,274,1
10,2070,2512,0
44,2182,1979,1
31,3692,1848,0
64,2557,1031,1
24,194,475,0
9,2703,3490,0
25,141,1481,0
4,2557,2692,1
58,1285,997,0
10,3937,4052,0
23,1869,1837,1
11,3370,488,0
50,2099,1720,1
10,987,1094,0
32,2227,3609,1
38,3560,2099,1
61,3651,892,0
35,1926,985,1
36,3801,1240,1
19,1942,973,0
45,85,3928,1
37,1219,3940,1
58,3177,1480,1
4,731,3010,0
45,2389,3968,0
2,2445,534,1
18,3143,2030,0
2,3245,1833,1
19,3818,40,0
20,2283,3353,1
54,1042,1492,0
43,300,2475,0
25,2137,3679,0
9,635,3827,0
34,1815,31,1
57,1087,2839,1
62,2783,4087,1
9,1053,3167,1
12,1422,299,1
56,2481,2293,1
50,1766,3005,1
26,1913,1481,0
38,135,3899,1
43,3594,65,0
43,1600,2872,1
20,3496,1780,1
49,268,3059,0
26,1212,3875,1
5,1580,1616,0
20,2776,267,1
3,3528,2073,1
56,1090,1071,0
36,766,1053,0
59,896,1367,1
53,2511,3872,0
26,866,1053,0
38,2117,3532,1
21,1858,292,1
26,3864,3946,1
32,41,1593,1
57,1041,2405,1
3,1826,930,0
63,1199,410,1
16,589,2413,0
52,194,3638,0
64,250,3250,0
28,2858,686,0
56,53,2811,0
12,1201,2250,0
21,1436,253,1
10,3267,1228,0
50,2994,3256,1
35,3272,2524,0
53,782,3256,1
52,591,1462,0
62,700,394,0
37,735,1818,1
8,972,342,0
28,793,2140,1
34,2292,2596,1
8,1392,2979,0
46,406,2989,1
22,2662,977,0
18,2771,2852,1
13,2987,809,1
45,741,1412,0
5,183,3141,1
3,3905,622,1
25,785,3115,0
25,2735,1777,0
13,3917,3138,0
60,4003,645,0
13,1598,2560,0
3,2524,2060,1
44,3146,3313,1
13,190,2162,1
60,1483,2750,1
55,3106,835,1
57,3235,3846,1
10,535,1069,0
40,2549,2653,1
49,1060,233,1
39,3647,2558,0
17,2263,3185,0
46,1268,1585,1
39,1942,91,1
54,3192,887,1
31,1461,4074,0
50,1846,2002,0
44,46,3315,1
6,3760,662,0
60,3200,1312,0
59,1074,456,1
44,1172,3570,1
44,3429,3784,1
44,632,672,1
23,3120,2632,0
50,3382,333,0
22,1747,3050,0
1,247,1828,0
61,3506,2467,0
64,1675,3784,1
64,148,1502,1
6,1062,3232,0
17,438,2083,0
26,787,3044,1
59,2643,1146,1
16,2540,901,0
23,389,3825,0
53,2980,3936,1
35,891,194,0
19,3405,568,0
40,1798,2175,1
60,3537,1241,1
34,1958,4050,0
12,3363,1003,0
56,1007,2725,1
14,3170,2938,1
59,1699,3019,0
58,2002,943,0
38,1630,950,1
11,984,243,0
32,3452,1391,0
20,2270,1482,0
21,541,2323,0
62,1660,2288,0
3,2318,743,0
7,2859,4039,1
51,981,744,1
63,4003,2932,1
33,3186,2033,0
38,2916,122,0
3,2208,3496,1
51,2703,1935,1
29,826,2032,1
41,908,1764,1
45,1586,3557,1
49,2281,721,1
33,1877,3075,1
59,4061,1160,0
41,2406,3604,1
55,2231,631,1
15,3557,2951,0
4,3193,1137,1
20,1383,3747,0
54,1168,2715,1
19,350,395,1
56,3266,3520,1
47,3314,698,1
40,173,3925,1
42,3593,1922,0
16,535,1863,0
49,3597,970,0
27,2628,2983,0
2,627,2697,0
16,3056,1014,1
49,4019,3493,0
57,1817,1559,1
13,735,423,0
36,2150,3654,0
15,1421,1862,0
2,3420,2149,0
44,3799,4014,1
45,1361,175,0
36,1221,3877,1
40,390,1401,1
22,1127,2900,0
23,2045,2749,1
24,5,743,0
21,3044,440,1
10,2641,2601,0
52,1719,1558,1
3,3552,3861,1
63,4007,3739,0
38,504,3480,0
51,1650,2223,1
36,931,1914,1
2,1487,3186,0
27,320,1394,1
40,3694,3283,0
21,3154,205,0
61,2190,426,1
39,962,3881,0
30,1228,3035,0
23,2087,3283,1
39,929,3598,1
10,2556,4018,1
21,4046,681,0
57,867,3150,1
20,3332,2882,0
64,1116,341,1
63,1437,3203,0
45,435,267,1
38,1300,1687,1
16,2585,3937,0
27,3061,3845,1
29,3945,3658,0
63,2537,3867,1
21,31,2160,1
62,1872,3000,1
24,475,490,1
33,2551,545,0
24,3764,578,1
9,3574,590,1
46,1619,2878,1
53,756,2034,1
58,3251,903,0
17,3464,3016,0
39,2065,3423,0
36,2260,3706,1
3,2243,1935,0
41,2447,1167,1
12,342,1827,1
24,154,3841,1
43,2380,2337,0
42,235,1870,1
2,1291,715,1
27,1045,1168,0
51,1781,2395,0
28,280,249,1
3,1046,3040,1
49,1042,3493,1
5,606,441,0
47,2795,3134,0
23,506,3584,1
34,115,3545,0
58,1508,3738,1
30,1900,2817,0
15,435,524,1
14,1989,1203,0
54,1694,3849,1
3,3990,1975,0
1,1066,2437,1
23,1393,1285,1
32,1664,2575,1
55,1895,1926,0
34,4,4083,1
49,1771,112,0
49,2909,1688,0
42,1910,2742,1
30,3495,1771,1
19,2192,788,1
15,3960,3261,0
6,211,3368,1
23,1969,3906,0
50,3810,3768,1
45,752,2165,1
35,2749,3766,1
15,1470,3244,1
41,627,642,1
50,665,3190,0
23,476,3513,1
33,708,1144,1
55,3777,3581,1
41,1504,2150,1
41,3302,2843,1
47,2591,2066,0
17,3702,3285,1
9,3603,2482,1
33,1039,157,0
57,2312,484,1
32,3267,4039,1
55,573,2139,0
5,3962,2055,0
10,2377,3747,0
19,2021,3485,1
36,4030,395,1
59,3353,458,1
39,3705,37,1
31,1072,3382,0
3,3103,3594,0
25,3496,1127,1
45,3705,240,1
30,1965,882,1
39,2658,10,0
17,1461,311,1
8,3659,1819,1
54,3510,1836,0
52,1975,1389,0
46,3099,51,1
23,2808,541,0
40,3479,1481,1
13,2940,472,1
47,3834,1744,1
62,2967,2471,0
20,2421,1226,1
4,785,2334,0
17,169,2697,0
9,3016,1653,0
9,3622,3890,1
49,1649,2644,0
16,3165,3300,1
22,2834,1702,0
2,1139,2496,0
17,1164,2080,1
64,3347,4049,0
29,2463,1382,0
45,1740,24,1
40,697,3667,0
32,219,2269,1
32,4090,981,1
34,403,2348,0
13,3191,2866,1
47,3854,1184,1
25,3826,913,0
41,426,1125,0
13,1756,1651,0
26,1945,1125,1
50,2794,1281,0
49,4033,2525,1
28,2297,3280,1
7,1123,1674,0
10,1351,3493,1
28,2927,283,1
27,4033,2877,0
44,59,418,1
17,898,1092,1
23,42,125,0
44,2448,508,0
29,677,1480,1
3,3411,2779,1
3,3069,2146,0
23,3034,1140,1
45,2677,299,0
63,3526,1807,1
56,3350,1773,0
40,65,2437,0
13,3442,1345,1
9,1220,1336,0
1,3324,3482,1
45,1167,2162,1
27,2792,2378,0
27,3747,3031,1
11,3864,2570,1
42,3333,2267,0
5,3456,3250,0
16,743,745,0
2,553,1983,0
15,1972,2626,1
33,3728,1261,0
61,738,2026,0
39,1425,2554,1
2,767,3124,0
53,391,3450,1
22,1507,1416,0
27,1416,954,1
51,3662,3649,1
63,2574,997,0
14,2141,206,0
33,1403,331,0
26,3875,1611,1
63,3368,2714,1
39,397,3308,1
26,2624,3589,1
53,2678,2857,0
55,1941,4072,1
31,3377,1166,0
56,2741,2190,1
20,2890,1872,0
35,4036,1559,1
15,979,1357,1
14,78,1882,0
29,3414,2802,0
51,822,691,0
18,3465,819,0
20,2712,359,1
30,3769,3601,0
64,3037,2430,0
21,2072,3055,1
23,2535,3158,1
63,2605,3649,1
8,183,342,0
6,390,3394,0
39,3380,572,1
36,3208,3399,0
28,338,3255,0
13,3767,3832,0
53,2636,3663,1
10,107,200,0
2,321,340,0
17,2412,3652,1
50,443,4047,0
43,1052,2510,0
24,1071,410,1
47,2544,2894,1
24,636,575,1
5,1932,449,0
33,542,1087,1
34,1799,4075,1
35,1467,3110,1
47,1401,718,1
39,56,1966,1
17,581,3079,1
57,316,1583,0
28,3058,2851,1
64,3442,2981,1
13,1534,2721,0
31,737,2488,0
22,8,568,0
33,1401,586,0
53,2171,2897,1
36,2085,1531,1
3,2233,2565,1
17,4061,346,0
12,1995,552,0
39,1926,238,0
10,3628,1321,0
54,3287,182,1
20,2425,2866,1
22,2555,1804,1
10,3635,1631,0
42,425,2095,1
50,311,3460,0
17,3846,517,1
4,273,1603,1
40,4087,1654,1
48,2574,1441,1
42,2576,671,1
52,699,2523,0
18,2460,1885,0
18,3471,1276,0
46,3639,2529,1
44,1616,2293,0
63,3196,3405,0
35,1784,1543,1
37,360,3239,1
43,3729,2959,0
64,2839,1378,1
55,2832,2615,0
23,3995,3794,0
36,3767,1905,1
7,2346,3642,0
36,733,180,1
37,21,274,0
56,3084,3019,1
56,3299,1234,1
23,2667,3232,1
43,3063,233,0
22,2006,2132,1
43,2054,813,0
16,449,3702,0
19,381,1039,1
49,3795,585,0
41,3275,2805,1
41,3553,20,1
7,3450,2569,1
22,3686,573,0
38,1775,1448,0
20,3449,3483,0
30,905,2789,1
22,136,1424,0
25,249,1942,0
33,1107,598,0
14,2310,1879,1
27,3632,2126,0
26,681,1977,0
20,4069,339,1
27,3231,1227,0
2,2787,949,0
45,3752,2201,0
28,851,2077,1
2,3475,2487,1
2,2532,966,0
60,1326,3687,0
58,2497,1285,0
48,1442,1116,0
7,1970,2190,0
16,2167,2810,1
22,1004,100,1
23,2801,1161,1
45,1994,1268,0
11,3551,1006,0
49,207,3503,0
44,1896,1607,1
44,920,2490,1
42,3219,3747,1
30,938,3474,0
14,2725,3978,1
23,2023,1931,0
8,625,1490,1
54,464,3813,1
35,1385,2325,1
62,3701,891,1
38,2473,979,1
18,3041,2098,1
38,164,627,0
11,261,3490,1
2,1583,1174,1
30,2915,921,0
6,2000,2441,0
60,928,3483,1
54,873,3641,0
16,177,1180,1
39,3379,404,1
46,117,194,0
59,3997,3402,1
39,1047,3177,1
42,1953,1821,0
1,3562,631,0
4,3136,152,1
47,3440,4052,0
36,1562,2601,1
4,270,3042,0
14,218,3201,0
59,448,1188,0
49,802,1402,0
26,73,1447,1
41,2363,580,0
48,2740,426,1
49,598,2181,1
63,3344,2367,1
60,3334,3749,0
46,803,769,1
56,485,3251,0
44,2825,1582,0
17,3036,2744,1
14,3630,3835,0
9,2408,1743,1
54,3696,549,0
25,3082,3280,1
42,2981,1814,1
42,2719,3669,0
59,2507,2055,0
11,3952,3895,0
22,630,3087,0
55,3794,1694,1
9,1307,1286,1
50,1455,2387,1
21,849,2320,1
63,3772,2887,0
13,3560,3245,0
30,3752,1504,1
42,1342,2362,1
37,2726,2814,0
14,2517,2628,1
54,1917,2471,0
24,3149,3854,0
16,3789,1447,1
56,2326,1441,0
64,1282,2336,1
40,27,2886,0
42,3770,2931,1
50,78,2865,0
50,3894,2271,0
38,3056,1935,1
53,2501,2647,0
54,756,1059,1
31,2242,214,1
6,3486,1338,0
61,1429,1494,1
33,523,1757,0
35,2917,473,0
59,3739,1177,1
43,3706,2617,0
4,1229,3764,1
57,2340,4044,1
23,3085,2470,0
19,1373,3679,1
1,2311,440,1
28,2432,3407,1
11,368,134,1
7,2937,1887,0
59,2770,1424,1
26,1751,3356,1
18,2071,4031,0
37,2195,236,0
51,4028,1631,0
57,3075,376,1
60,2823,2800,0
53,3782,3787,1
64,2083,878,1
23,2134,1666,0
12,2571,3141,1
10,43,3795,1
43,3473,261,1
30,1001,592,1
35,2521,173,1
6,2960,1643,0
54,3590,2074,0
26,2362,1735,1
7,4094,951,0
8,82,76,1
36,3120,1265,1
18,1094,3520,0
3,727,3386,0
22,3872,1528,1
37,231,3400,1
33,4053,1960,0
64,2127,1088,1
33,2594,1728,1
29,1575,247,1
58,3201,1620,0
55,3755,2178,1
48,1,2435,0
58,138,3626,0
41,2640,1089,1
46,1860,3581,1
41,1953,3223,0
24,1738,2596,1
32,3171,3618,1
55,2465,506,0
8,3745,178,1
22,3532,2643,0
38,1835,3491,1
48,1483,3331,0
34,1165,1655,1
36,2574,3485,1
37,3697,2120,0
62,2021,104,1
40,3663,290,1
11,419,391,0
50,4009,3150,0
30,2170,1699,1
6,1602,1252,0
48,1394,2680,1
4,558,1207,1
28,3382,2762,1
64,2710,1085,1
6,1994,1741,0
58,3062,37,0
41,2151,170,0
53,558,563,0
18,1799,2041,1
33,1902,1156,0
36,263,3256,0
12,1126,2538,0
29,3558,2599,0
20,3356,1110,1
48,3428,4011,0
17,1550,2961,0
31,1146,3854,0
18,1986,2943,1
17,1008,1431,1
25,792,2139,1
8,3901,990,0
26,593,127,0
30,1373,3715,1
31,185,2513,1
3,381,3633,0
56,2384,3845,0
1,2291,3081,0
62,662,3360,0
58,725,3134,0
3,3880,1400,0
14,3569,2305,0
16,73,3807,0
47,3818,403,0
51,2949,2532,0
43,3515,1918,1
2,1645,3631,0
43,1292,2118,1
29,1011,2521,1
1,3473,122,1
11,528,3564,1
64,1429,3965,0
64,25,1620,0
18,3496,660,1
28,2552,2171,1
20,3875,1890,0
58,2970,2913,0
61,1819,2106,1
22,60,214,0
3,2506,1506,0
55,522,2187,0
9,3516,827,0
55,2899,3533,1
41,3610,2123,1
49,91,354,0
55,1909,2088,1
1,760,347,1
42,2332,1346,1
59,1419,775,1
39,42,2373,1
9,1674,2279,1
48,311,1701,1
30,3509,3092,0
3,1464,181,1
33,3274,2815,1
33,4094,1098,0
42,1109,3420,1
32,3014,2939,0
31,2483,3572,1
55,501,1188,1
32,2179,3736,1
16,2349,3493,0
59,285,3632,1
20,68,2210,0
54,2533,1256,0
10,2918,1459,0
40,1404,422,0
5,2085,3088,1
38,1204,623,1
21,116,3998,1
34,2755,188,0
19,2518,2474,1
64,1454,706,0
2,384,803,1
18,2528,623,1
23,344,2338,1
31,3302,2338,0
26,327,3593,1
50,497,143,0
42,1375,3411,0
11,1957,1965,1
57,1276,886,1
51,3502,9,0
47,219,1573,1
37,2401,3792,0
39,216,4037,0
27,3682,3980,0
15,2976,4075,0
31,493,895,1
19,1222,2027,1
12,4056,3602,0
55,807,398,0
43,2575,430,0
3,1982,1718,0
17,1446,3507,1
26,242,4025,1
19,2680,3007,1
56,1789,1894,0
6,2561,991,0
8,1153,1154,0
55,1158,3320,1
38,3684,3048,0
21,1165,58,0
44,3694,887,1
64,1327,2861,0
49,3884,2620,0
57,630,2339,1
8,80,1842,1
33,2325,1088,1
42,3305,3552,0
17,3347,2843,1
25,2832,1356,0
15,1565,2426,1
51,3548,1502,0
1,1208,1502,0
12,2731,2435,1
12,1647,1105,1
24,1743,3616,0
56,1515,2584,1
2,1250,3873,1
14,539,3075,1
9,1390,2474,0
26,90,616,0
32,1340,1345,1
30,1064,2492,0
13,3115,3472,0
42,713,3446,0
34,687,2596,0
22,3290,766,1
39,2748,2379,0
44,2713,518,0
51,88,547,1
37,3247,2010,0
14,2939,706,0
61,2600,2457,1
42,846,34,0
30,873,3620,1
56,705,2277,1
28,3158,1556,1
11,3841,1690,1
3,1073,2282,1
34,710,1636,1
39,2895,271,0
56,872,3484,1
58,3516,728,1
37,4037,338,0
62,1810,3215,1
17,2074,415,1
14,2009,1395,1
32,1110,2903,0
8,1340,3716,0
7,2940,4087,1
13,2835,3605,0
4,3781,3348,0
52,2995,1286,1
42,2402,533,1
44,1738,2587,0
