batchsize,matsize,channels_in,poolsize,padding,strides
47,202,48,2,0,2
48,281,11,4,0,4
47,56,151,6,0,4
6,247,32,6,1,3
9,5,1711,5,0,1
16,452,11,5,0,4
42,36,52,1,0,1
25,99,46,5,0,1
23,273,15,3,1,4
53,249,36,4,0,1
38,16,103,7,1,3
21,319,15,1,0,4
5,418,14,5,0,1
47,468,16,2,1,2
51,296,23,2,0,1
60,111,51,4,0,4
61,127,21,4,1,2
29,173,4,6,0,3
27,138,21,3,1,4
64,493,19,7,1,4
60,78,100,5,1,4
35,14,172,5,1,3
41,322,18,7,0,3
37,354,15,1,0,3
38,478,9,7,0,2
39,109,68,1,1,1
39,104,1,4,1,2
55,448,18,1,1,4
11,239,23,4,1,1
7,17,480,6,0,3
56,93,35,7,1,3
60,279,8,3,0,2
53,254,38,1,1,3
21,455,4,2,1,1
60,160,47,1,0,3
62,27,285,3,1,3
25,450,12,5,0,4
52,504,18,1,0,1
40,270,28,6,0,3
46,492,15,5,0,3
30,478,11,5,1,1
10,335,1,4,1,4
7,2,840,2,1,2
10,83,9,6,0,2
4,367,26,7,1,3
23,136,2,2,1,1
63,230,19,4,1,2
59,400,2,6,0,1
41,31,178,4,0,1
48,43,143,6,0,2
29,348,4,5,1,4
32,148,23,2,0,1
20,114,22,7,1,2
37,71,5,5,1,1
39,207,11,5,0,3
7,212,16,7,1,2
47,212,12,7,1,2
24,75,94,1,0,3
12,217,41,1,1,3
2,425,11,2,0,2
11,466,11,3,1,3
55,170,18,2,0,4
40,31,231,4,0,4
40,127,20,5,1,4
18,190,2,4,0,2
26,401,15,1,1,4
50,161,43,1,1,4
8,319,4,3,1,1
36,163,46,6,1,4
20,507,7,1,1,2
58,86,112,5,1,1
34,160,26,1,1,4
53,35,97,3,1,2
34,496,16,6,1,4
14,438,14,7,0,2
2,169,55,3,0,4
7,94,45,2,0,2
38,435,19,6,1,2
18,259,4,5,0,3
34,301,28,1,1,1
53,324,7,4,0,4
48,304,6,4,0,4
6,310,1,6,0,4
58,45,43,1,1,4
11,122,27,7,0,2
20,258,28,2,0,2
9,94,73,1,0,1
18,82,91,7,1,4
14,465,16,5,1,4
56,432,1,3,0,2
11,508,18,3,1,1
54,487,4,7,1,2
6,492,14,2,1,3
63,153,35,2,0,1
59,1,3208,1,0,4
19,333,19,2,0,3
40,121,70,6,0,2
51,52,106,3,1,1
52,79,2,4,1,4
45,156,41,2,0,2
6,337,4,7,0,1
44,28,147,1,1,3
20,483,5,3,1,1
29,94,53,6,1,2
42,461,10,1,0,2
25,183,3,5,1,1
37,113,72,1,1,3
8,312,11,3,0,2
20,314,27,7,0,2
15,348,12,3,1,1
33,358,22,6,0,1
27,484,4,4,0,4
46,259,22,6,0,3
63,256,2,4,1,2
39,441,15,2,1,1
29,393,15,4,1,2
46,454,15,6,0,3
64,243,25,7,1,3
31,218,22,1,0,4
15,104,38,6,0,4
32,387,16,7,0,4
58,11,892,1,1,3
46,272,18,1,1,3
51,487,10,2,1,1
13,378,16,5,1,1
50,109,21,7,0,1
48,195,8,4,0,3
19,4,73,4,0,4
47,401,14,4,0,4
18,431,12,1,1,2
12,174,13,7,1,4
46,243,13,1,0,4
2,476,13,2,1,4
42,142,4,7,0,3
55,46,193,7,0,3
1,72,118,6,1,4
24,72,20,6,0,2
22,504,5,4,0,3
32,493,3,2,1,1
36,230,15,3,1,4
28,455,9,1,0,2
7,96,33,3,0,1
48,326,19,2,1,2
40,297,16,7,1,1
8,471,9,3,0,4
15,361,7,1,1,3
64,245,38,3,1,2
25,196,6,3,0,1
1,344,6,4,1,3
5,431,13,3,1,3
36,117,7,3,1,3
36,30,196,7,0,1
12,319,28,6,1,4
8,51,74,5,0,1
15,336,11,1,0,4
42,217,38,2,0,3
42,292,8,7,0,4
36,234,26,5,0,1
43,103,13,3,1,2
42,41,120,4,1,4
41,321,18,5,1,3
32,365,19,4,1,3
3,413,21,5,0,2
14,264,25,7,1,3
46,411,5,2,1,4
33,265,15,2,1,1
6,79,80,6,0,1
30,67,26,5,0,3
24,360,4,4,0,2
53,117,83,4,0,4
46,262,10,2,1,3
18,391,6,1,0,3
9,86,107,3,0,1
37,326,28,6,0,4
61,417,17,7,1,1
6,505,16,1,1,4
62,386,5,2,1,2
28,202,41,5,1,1
2,356,5,3,0,2
14,324,24,3,0,3
49,146,18,4,1,2
46,48,202,4,1,1
53,435,10,5,0,3
46,394,22,2,1,3
32,3,143,3,1,2
49,155,10,7,0,2
23,251,23,2,0,3
62,273,23,2,1,4
40,283,17,3,0,2
12,205,8,2,0,4
8,315,24,4,1,1
43,150,3,7,0,1
45,500,17,2,0,4
25,444,19,7,0,2
23,459,13,5,0,2
38,314,24,3,0,4
18,492,12,7,0,1
45,365,5,4,1,4
31,339,3,4,0,1
42,272,27,1,0,4
50,199,18,6,1,3
3,23,422,5,1,3
18,86,97,7,1,1
38,389,21,6,1,1
15,254,25,3,0,2
40,199,33,4,1,2
13,250,28,4,1,4
12,472,10,1,0,1
30,401,14,6,1,2
39,307,18,5,1,3
21,287,2,5,1,3
51,290,29,4,0,3
1,163,40,3,0,2
51,133,44,1,1,4
48,398,5,3,1,2
46,171,48,2,1,1
23,441,16,1,0,4
22,471,8,4,0,2
33,403,4,5,0,1
47,202,41,2,0,1
56,274,24,6,1,2
41,201,5,4,0,1
24,271,31,1,0,1
52,442,5,5,1,1
25,1,2206,1,1,2
1,16,64,1,0,3
17,3,3032,2,1,3
55,293,2,2,0,1
45,400,8,5,0,2
50,472,6,6,0,1
26,324,12,7,0,1
12,242,37,7,1,3
27,82,86,2,1,1
15,481,12,1,1,1
34,33,114,7,1,3
14,336,22,4,0,2
48,135,6,2,0,3
29,345,12,1,0,4
13,496,15,1,0,4
12,334,4,1,0,1
32,394,12,3,1,1
30,385,17,7,1,1
50,341,26,1,0,1
58,443,6,3,1,2
34,47,24,3,1,2
45,125,4,7,1,3
62,328,7,1,0,1
39,337,17,7,0,4
57,328,4,3,0,1
7,31,180,7,0,1
41,123,58,3,1,2
28,71,80,6,1,4
32,391,24,5,1,2
22,356,8,5,1,1
34,240,38,4,1,2
56,7,1081,7,0,2
21,353,21,3,1,4
31,4,688,1,1,3
52,396,17,3,0,1
54,193,11,6,0,1
30,498,1,1,1,4
23,53,138,1,0,3
15,235,17,6,1,2
6,480,5,3,1,3
37,469,17,7,1,1
56,40,184,6,1,1
25,256,34,7,1,1
64,155,51,2,1,2
36,486,7,7,1,1
59,339,25,4,1,2
8,460,9,5,1,3
19,307,5,2,0,3
64,419,18,3,0,1
57,268,23,6,1,3
60,46,170,6,0,1
16,467,9,2,0,4
54,484,6,6,1,2
11,291,24,3,0,2
12,222,42,2,0,1
63,116,61,3,0,1
46,68,130,2,1,1
28,402,9,1,1,1
30,29,242,1,1,3
20,506,4,1,1,4
44,411,12,6,1,2
46,463,4,5,1,2
14,471,11,6,0,2
34,346,5,2,0,1
55,307,7,1,0,1
62,222,40,5,0,3
41,411,20,1,1,4
26,274,20,6,1,1
14,152,54,7,1,2
32,53,162,6,0,2
1,339,6,3,1,2
8,454,8,4,1,1
39,399,22,2,1,4
45,207,28,4,0,3
63,473,6,3,0,4
25,58,107,5,0,3
28,496,13,4,1,4
10,359,8,5,0,4
19,60,101,6,0,2
12,114,66,3,1,3
4,278,1,4,1,1
54,167,53,7,1,3
23,93,44,5,0,1
61,326,7,3,0,4
41,38,35,1,0,2
35,348,14,2,1,3
7,446,13,6,1,3
44,427,22,6,0,4
39,386,11,1,0,4
8,197,27,6,1,1
25,72,5,7,0,1
24,138,39,4,1,1
5,31,70,2,1,3
58,436,10,4,1,2
2,409,6,7,1,4
1,142,3,5,1,4
52,5,1135,5,0,2
48,266,31,7,1,1
36,161,43,5,1,4
36,399,12,5,0,1
48,121,51,2,0,1
3,209,3,3,0,4
22,46,87,2,0,3
45,197,40,6,0,3
27,298,22,3,0,4
37,96,87,2,0,2
21,25,252,4,1,2
32,36,126,5,0,2
9,175,37,1,0,1
58,334,10,1,0,3
24,489,9,5,0,1
40,127,4,3,0,1
56,7,102,7,1,4
22,66,102,3,1,4
6,177,18,3,0,1
42,5,1910,2,1,1
63,409,19,3,1,1
63,158,21,5,1,1
52,48,71,3,1,2
18,361,5,6,0,4
26,97,72,2,0,2
54,475,10,1,0,3
25,156,14,6,0,3
4,429,19,1,1,1
31,421,13,3,0,2
7,271,22,4,1,4
53,104,46,5,0,2
58,406,3,5,1,3
15,7,1065,6,1,2
10,232,16,7,1,2
55,71,14,4,0,2
2,144,40,1,0,4
5,230,12,7,0,4
15,500,17,7,0,3
13,479,19,1,1,1
15,495,8,3,0,4
28,436,18,3,1,1
47,323,29,6,1,4
20,411,6,5,1,2
48,405,22,3,0,4
58,7,1107,5,0,1
10,245,10,1,0,1
47,13,479,4,1,4
37,148,47,1,1,4
17,125,43,2,0,3
7,275,3,7,1,2
2,407,2,6,0,2
27,489,6,6,1,3
29,148,7,7,1,3
21,87,96,7,0,1
39,385,23,2,0,1
12,208,33,1,1,3
8,483,19,4,0,1
63,280,31,3,1,2
64,214,13,1,0,3
61,22,91,7,1,4
57,257,16,5,1,2
22,194,3,4,0,3
10,327,3,6,1,2
52,217,28,1,0,2
24,382,15,7,0,2
49,262,37,7,0,2
49,77,42,2,1,4
37,73,14,7,1,4
47,350,15,6,0,3
60,272,17,3,0,3
1,383,19,5,1,4
27,43,178,4,0,3
25,497,16,5,1,2
27,339,19,3,0,4
50,332,13,6,0,3
5,204,33,6,0,2
13,226,18,2,0,1
33,404,22,5,0,3
1,7,87,5,0,1
62,124,69,2,0,2
2,170,51,2,1,3
48,260,16,1,1,1
15,410,4,7,1,4
41,22,301,4,1,3
1,421,18,6,1,2
45,377,15,2,0,2
36,363,15,3,1,2
4,414,13,1,1,4
45,420,20,1,1,1
11,149,19,2,1,4
6,258,6,3,0,3
40,420,12,4,0,4
63,272,30,3,1,3
29,390,5,2,0,3
4,59,52,2,1,1
55,140,18,6,1,2
9,135,17,6,0,3
48,311,11,2,0,2
9,483,9,7,0,3
49,465,7,3,1,2
47,116,27,4,1,2
48,94,16,2,1,4
9,179,51,7,0,2
50,445,12,6,1,3
1,483,1,4,1,2
40,131,27,4,1,1
56,94,20,6,0,3
60,232,29,1,0,1
35,21,397,7,0,2
11,385,2,5,1,1
15,174,49,1,1,4
38,411,15,4,0,3
60,154,60,2,0,1
43,68,138,5,1,3
13,169,28,3,1,1
34,400,24,6,1,3
12,213,43,6,0,2
63,171,20,4,1,4
34,232,16,1,1,4
23,220,12,3,0,3
60,352,6,1,1,1
32,86,99,7,0,3
12,123,3,4,0,2
46,268,29,4,1,2
18,178,51,2,0,3
2,497,5,4,1,4
27,252,22,3,0,4
40,42,144,5,0,1
20,411,1,1,1,4
37,345,17,3,1,4
47,203,27,6,1,1
21,224,39,6,0,2
49,389,22,7,0,2
39,491,3,3,0,2
45,214,44,4,0,3
43,486,1,2,1,1
29,121,66,7,0,3
30,204,26,7,0,2
7,395,3,3,1,3
27,67,111,7,1,3
3,168,51,3,0,3
41,394,24,2,0,4
3,393,4,4,0,1
14,275,18,4,1,4
26,56,65,7,1,2
21,364,21,2,1,2
51,177,31,6,1,2
54,209,11,3,1,1
43,233,12,3,0,2
12,481,17,3,1,3
44,171,32,5,0,4
53,174,34,2,0,4
21,247,7,6,0,1
24,2,2690,1,0,1
24,152,34,7,0,4
3,492,14,3,1,4
33,264,7,2,1,4
18,289,23,1,1,2
25,172,21,3,1,4
25,322,1,1,0,3
14,455,18,5,0,2
19,148,43,7,0,1
4,456,1,6,0,4
22,417,19,6,0,3
57,64,9,3,0,4
8,73,101,5,1,2
51,448,1,7,1,2
41,291,31,7,0,4
26,303,21,7,1,1
62,259,2,7,1,3
7,378,19,6,0,2
2,398,11,6,0,3
25,102,84,4,1,1
64,103,28,1,0,1
25,498,16,6,0,4
3,82,80,3,1,1
54,229,16,3,1,3
42,365,23,6,1,2
10,151,7,2,0,3
8,196,22,6,0,3
3,4,396,2,0,3
5,147,36,3,0,2
14,86,11,7,1,2
53,94,79,3,0,2
18,81,68,2,0,4
11,14,352,5,1,2
51,294,7,4,1,3
29,326,2,3,1,3
6,118,73,5,1,4
55,64,31,6,1,4
13,78,87,6,1,3
22,245,6,7,1,3
1,195,18,5,0,2
24,214,41,7,0,2
35,89,111,2,1,4
36,8,233,3,0,4
51,67,39,6,1,2
22,287,16,6,1,4
60,476,16,3,1,3
18,10,437,1,1,4
26,232,31,3,1,3
59,1,3915,1,0,3
12,179,8,2,1,1
61,377,12,7,0,4
40,137,26,1,0,3
52,330,17,2,1,1
23,334,21,2,0,1
1,186,18,2,0,1
38,298,13,2,1,1
45,175,13,1,1,3
24,487,18,6,0,3
42,163,24,6,1,3
33,502,2,6,0,1
42,130,27,3,0,3
34,412,14,7,1,3
52,61,148,6,1,3
12,75,112,7,0,4
63,453,12,1,0,2
6,268,22,4,0,2
44,209,21,4,1,1
6,127,21,6,1,4
17,12,420,3,1,4
61,118,65,1,1,3
21,132,20,5,1,3
61,63,64,1,1,3
34,411,2,7,1,1
48,368,4,2,0,2
10,465,7,3,0,2
39,490,17,7,0,1
1,488,12,7,0,2
17,420,22,7,0,4
12,422,7,7,0,3
19,178,48,6,0,2
44,353,1,6,0,3
58,388,20,5,0,1
52,118,40,1,1,2
45,506,14,3,0,1
13,79,7,2,0,3
42,33,298,2,0,4
18,469,5,2,0,3
47,142,24,3,0,3
63,398,19,1,0,4
32,492,3,4,0,2
48,321,1,2,1,2
28,265,20,7,1,4
43,438,5,1,0,3
13,455,11,3,0,1
30,319,23,6,1,4
16,143,18,2,0,2
18,273,14,2,1,4
59,85,14,1,1,1
2,321,6,6,1,2
38,225,37,7,0,4
13,348,21,4,1,1
9,305,21,6,0,4
59,82,88,2,0,4
59,354,23,5,1,1
62,465,16,3,1,4
17,393,16,3,0,3
17,52,107,4,0,1
2,349,6,6,0,2
58,59,102,3,1,2
16,377,9,5,0,1
21,332,18,4,0,1
43,80,75,1,1,1
25,215,8,1,0,2
21,117,53,3,1,2
37,390,19,1,1,1
14,71,112,5,0,3
6,161,37,5,0,1
53,9,527,6,1,1
21,442,19,4,0,4
43,243,28,5,1,2
19,373,12,2,1,3
37,50,79,4,1,1
2,125,33,5,1,2
12,74,133,2,1,3
45,101,96,6,1,1
32,238,32,5,0,1
10,82,104,7,1,4
6,276,10,3,0,2
40,493,2,3,0,1
64,321,9,2,0,4
34,198,12,5,1,3
55,400,3,5,1,2
41,108,66,4,1,4
37,283,3,5,0,3
31,120,32,7,0,4
17,110,1,1,0,1
31,67,136,7,1,4
64,464,1,7,1,4
24,377,7,1,1,2
50,461,3,5,1,2
34,150,22,5,1,3
45,9,537,3,1,4
38,337,24,4,0,2
5,351,17,7,1,2
3,432,13,5,1,4
23,467,15,7,1,3
52,256,31,3,1,3
49,56,168,7,0,3
62,136,32,3,0,3
3,309,11,5,0,3
35,460,4,3,0,2
51,398,15,2,1,4
36,368,17,7,0,2
54,49,66,6,1,2
22,344,28,7,0,2
48,486,9,3,1,1
36,316,13,5,0,1
5,401,13,3,0,2
62,46,35,2,1,4
4,234,12,6,0,4
32,467,1,4,1,3
22,254,19,2,1,1
8,473,1,7,1,1
25,312,16,6,0,3
57,128,55,4,1,4
11,453,18,7,0,2
29,183,28,2,1,2
22,325,15,7,0,4
42,485,6,4,1,1
61,152,57,3,1,3
5,226,39,2,1,1
9,327,16,4,1,3
7,41,64,2,1,4
25,375,3,7,0,1
64,117,1,3,1,4
40,401,7,1,0,1
52,403,7,2,0,3
59,341,14,1,0,2
31,226,2,5,0,3
10,477,8,5,0,4
48,25,162,5,1,2
17,6,1321,5,0,2
37,273,29,3,0,4
14,31,214,6,0,4
30,49,153,1,1,3
49,332,6,4,0,4
36,382,23,4,1,3
45,478,19,5,0,2
35,287,14,2,1,2
25,263,25,3,0,4
60,311,10,4,0,2
4,218,37,4,0,2
38,452,20,7,1,3
55,144,24,4,1,4
13,272,6,4,1,4
27,278,23,6,0,4
58,283,20,4,0,1
25,90,20,4,0,2
42,172,21,7,0,4
57,207,47,5,1,3
12,6,1096,6,1,1
26,488,2,4,1,4
2,260,6,4,0,1
51,377,1,4,1,3
60,209,46,5,0,4
64,434,13,2,0,2
47,376,9,7,0,2
29,127,33,2,1,1
18,210,22,6,0,3
46,211,7,5,0,3
46,399,8,2,1,3
62,101,44,1,1,4
48,435,1,2,0,3
3,158,8,7,1,2
63,12,127,2,0,4
9,192,1,7,1,4
21,417,10,7,1,2
11,150,51,2,1,1
12,379,4,2,1,1
40,433,17,7,1,4
27,427,11,7,1,2
33,419,21,5,1,4
1,186,46,4,1,3
22,140,65,6,1,3
58,397,10,6,1,3
64,110,14,1,0,1
15,378,11,6,1,4
21,170,7,7,0,3
33,418,13,2,0,2
31,71,102,2,1,4
36,202,41,6,1,4
36,94,26,7,0,4
39,157,29,5,0,3
17,474,13,3,0,1
64,168,57,5,0,4
60,17,317,4,0,3
18,134,22,6,0,1
9,237,18,2,1,2
10,387,24,4,0,3
17,9,31,2,1,4
33,122,31,2,1,1
11,80,87,4,1,4
42,9,265,6,0,3
15,161,2,3,1,4
52,494,6,6,0,1
23,204,1,1,1,3
58,364,9,2,0,2
38,158,18,7,0,2
24,233,29,5,0,3
43,38,259,3,1,2
24,111,70,4,0,4
41,273,21,7,1,2
22,209,5,3,0,1
59,273,7,4,1,1
49,402,10,1,1,1
12,223,31,4,0,4
6,278,14,6,1,1
60,124,11,2,1,1
6,123,35,3,1,4
32,376,24,4,0,3
35,229,17,6,1,3
13,206,47,7,1,3
25,17,487,4,1,3
34,429,7,2,0,2
9,149,42,1,1,4
30,147,39,2,0,4
33,3,3286,3,0,2
38,487,3,3,1,4
5,150,50,4,0,2
23,259,33,4,1,2
45,483,6,3,0,2
37,492,4,6,1,4
21,145,56,2,0,3
43,79,54,2,1,4
28,472,2,2,1,2
47,16,155,4,0,4
45,494,11,3,1,4
23,499,10,6,1,1
13,474,16,4,1,1
25,30,203,5,1,4
13,339,25,4,1,4
16,83,18,3,1,4
55,259,3,7,0,3
42,287,24,1,1,1
64,296,5,7,1,2
17,269,19,3,0,1
36,265,14,7,0,3
56,70,112,1,0,4
62,63,92,5,0,4
44,293,13,3,0,4
14,86,100,6,1,4
21,463,20,1,0,2
20,197,33,6,1,1
36,392,20,6,0,4
3,246,33,1,0,1
5,235,8,7,1,3
32,12,493,7,1,3
24,427,15,3,0,3
33,147,29,1,0,2
23,161,33,1,0,4
50,179,16,1,1,4
29,157,45,7,1,3
42,242,39,3,0,2
46,95,52,7,1,1
41,58,141,7,1,3
36,415,21,5,1,3
35,264,14,6,1,3
63,422,3,7,0,2
22,9,767,5,1,2
14,234,26,1,1,2
32,96,40,7,0,4
60,306,17,3,1,3
27,55,13,3,1,1
20,227,35,1,0,3
26,53,123,1,0,4
41,481,14,4,1,4
61,209,30,2,1,2
8,442,8,7,1,2
15,186,14,7,0,2
56,432,14,5,1,4
16,246,22,4,1,1
9,503,15,3,1,3
4,326,11,6,1,2
29,108,54,2,1,4
12,170,20,6,0,3
59,28,308,2,0,4
56,161,46,2,0,4
15,73,34,3,1,1
25,407,15,7,1,2
27,120,74,2,1,2
37,190,9,3,0,1
47,100,64,4,1,4
48,40,185,2,1,2
59,197,8,6,1,3
52,104,11,3,1,2
63,382,3,4,0,1
10,49,74,4,1,1
54,28,89,7,1,3
16,206,41,5,0,2
11,482,3,7,0,1
62,42,183,5,1,4
9,306,10,2,0,1
2,134,34,6,1,3
35,309,12,1,0,4
64,52,19,5,1,2
46,507,11,4,1,4
60,295,32,4,1,4
28,34,272,1,1,2
36,220,31,5,0,4
17,487,14,7,1,2
11,434,17,4,0,2
47,482,15,1,0,1
40,195,44,6,0,3
31,175,37,4,1,4
42,86,103,2,0,4
32,49,48,4,1,3
43,229,20,2,0,3
51,367,11,3,1,1
42,114,4,4,0,4
62,234,34,5,0,4
56,444,15,7,1,1
53,255,4,1,1,4
58,431,15,4,0,3
55,223,13,6,1,1
59,170,39,5,0,3
36,439,15,1,0,3
51,76,83,3,1,3
54,329,13,2,1,2
57,159,20,5,0,1
27,312,24,2,0,1
20,9,208,7,0,1
6,331,9,7,1,1
16,209,40,2,1,2
61,375,21,5,0,1
3,437,12,1,1,2
1,410,4,5,0,2
29,216,17,7,1,1
16,3,1779,1,1,4
62,355,22,5,0,3
11,122,24,7,0,1
31,366,24,2,1,4
13,421,9,4,0,2
43,179,38,5,0,3
49,256,3,5,1,4
23,484,2,3,1,1
24,216,39,6,1,3
2,9,988,4,0,2
34,139,2,5,1,3
55,252,23,4,1,3
27,500,2,7,1,2
54,435,7,3,1,4
28,302,25,7,0,2
62,283,34,1,0,2
48,329,16,6,1,2
29,496,7,4,1,1
59,507,17,1,0,4
28,235,26,2,0,1
14,494,5,6,0,4
54,29,341,7,0,4
13,28,224,2,0,3
13,147,24,6,0,1
62,127,41,7,0,2
28,18,194,3,0,2
26,249,37,2,1,2
56,223,17,1,0,3
12,413,13,4,1,3
56,345,8,7,1,3
13,159,9,4,1,1
28,266,30,5,1,4
33,353,2,7,0,2
54,239,34,7,0,2
22,142,7,6,0,3
26,477,17,4,0,4
46,255,38,1,0,4
24,291,8,3,1,3
38,65,97,2,1,4
11,147,59,5,1,3
56,474,13,5,1,1
44,188,46,4,0,4
36,276,17,2,0,4
55,44,99,7,0,3
50,252,33,7,0,3
61,436,2,1,0,3
10,248,33,1,1,3
46,159,45,5,0,4
10,109,46,6,0,3
61,442,5,5,0,3
33,346,22,1,1,2
36,497,18,5,0,2
25,52,79,4,1,2
32,17,358,3,0,4
13,92,45,7,0,2
62,317,4,1,0,4
58,122,24,5,0,4
55,51,153,7,1,1
54,408,16,1,1,3
1,143,30,7,1,3
28,197,26,6,0,2
32,433,4,4,0,1
30,225,23,7,1,2
36,21,41,5,1,1
12,83,15,3,0,2
58,164,44,6,1,2
37,115,19,2,0,3
18,14,219,4,1,2
24,118,77,5,1,4
42,392,5,4,1,1
48,250,32,6,1,1
43,275,6,5,0,4
18,206,18,7,1,1
25,261,19,7,1,4
29,118,19,1,1,2
48,39,38,2,0,2
52,136,18,6,1,1
64,470,9,7,1,2
15,235,39,1,1,4
23,479,2,1,1,1
28,390,4,6,1,2
26,260,36,1,1,4
11,1,487,1,0,4
59,459,17,1,0,4
46,11,197,4,1,4
20,136,21,5,1,4
19,192,16,7,0,2
61,37,85,6,1,4
57,448,19,3,1,3
15,317,25,6,1,4
56,435,9,5,1,3
60,140,52,2,0,1
21,421,13,6,0,4
20,377,1,4,0,3
53,151,6,4,0,3
40,99,18,5,0,1
7,276,19,1,1,2
54,201,47,3,1,2
50,180,19,5,0,4
34,448,9,4,0,2
23,430,8,7,1,4
52,135,72,3,1,2
36,66,77,7,0,2
3,137,69,5,0,4
53,76,119,2,0,1
60,124,10,5,1,3
34,5,1823,1,0,3
37,377,23,5,1,2
34,171,50,7,0,1
54,209,40,7,0,1
12,506,8,4,0,4
29,163,8,5,1,3
2,385,2,1,1,2
10,399,11,2,0,3
34,325,21,1,0,2
9,140,1,2,1,1
14,411,5,5,0,2
18,388,1,4,1,3
25,12,190,1,1,2
51,369,14,6,1,4
43,82,70,6,1,4
52,226,14,5,0,1
17,34,73,4,1,2
8,71,129,1,0,3
32,282,14,1,0,2
7,424,6,4,1,1
64,306,25,4,1,3
12,394,22,1,1,3
7,214,34,1,0,2
17,205,41,1,1,3
12,305,10,1,0,3
41,113,21,1,0,2
44,62,142,2,0,2
1,46,113,1,1,2
43,19,465,7,1,3
30,477,8,4,0,3
63,466,2,4,1,1
22,113,87,6,1,3
26,282,9,5,0,4
5,504,8,7,1,1
45,185,29,5,1,4
17,216,40,4,0,4
2,78,43,4,0,4
3,171,45,7,0,1
18,117,82,5,0,1
54,468,2,4,1,3
47,439,6,3,1,4
4,85,59,2,0,3
28,43,36,5,0,4
34,287,10,3,0,4
18,312,15,4,1,1
3,492,18,2,1,4
8,177,24,5,0,2
4,316,2,6,1,1
63,200,5,7,0,4
29,267,36,6,1,4
23,215,25,7,0,3
50,325,8,6,1,2
22,41,146,2,1,1
59,456,14,5,1,3
55,314,25,7,0,3
41,70,79,2,0,3
36,472,10,1,1,1
59,206,12,3,0,1
25,191,13,2,0,4
55,193,15,7,0,1
38,343,27,5,0,1
33,478,5,4,0,2
4,290,20,7,1,2
63,370,16,1,1,2
42,152,39,4,1,2
33,198,8,7,1,4
59,86,115,7,0,1
14,115,85,6,0,2
61,445,20,1,1,1
17,382,19,1,1,1
30,408,22,4,0,1
1,318,30,3,0,2
35,218,4,1,1,3
64,349,10,7,1,4
37,208,38,6,1,1
56,58,80,7,0,3
10,329,16,2,1,2
12,266,12,1,1,1
21,76,43,2,1,3
47,49,32,5,1,1
29,104,40,1,0,3
29,502,17,7,1,2
14,165,11,4,0,3
18,443,7,4,0,2
20,157,28,4,1,1
36,182,14,2,1,2
22,424,7,5,1,1
63,464,12,2,1,3
8,318,6,4,0,3
27,124,55,7,1,1
46,412,12,1,1,1
7,340,10,2,1,4
29,72,75,1,1,3
21,58,46,6,0,2
30,124,55,6,0,1
54,141,43,3,1,4
53,498,15,5,1,4
59,481,2,2,1,3
24,173,39,3,0,1
58,169,13,4,1,2
40,22,320,6,0,2
15,339,15,7,0,2
10,244,10,7,0,3
1,151,15,1,1,3
28,428,9,4,1,4
53,157,11,6,0,1
59,216,32,6,1,2
37,391,19,7,1,3
50,186,31,4,1,2
35,339,18,7,0,3
8,350,27,7,0,1
64,72,18,3,1,3
34,238,33,1,0,3
14,505,4,3,1,3
24,355,12,2,0,1
36,387,16,7,1,1
28,228,13,5,1,3
39,336,24,7,0,4
7,42,158,1,1,1
29,228,12,4,1,1
5,460,3,6,1,3
19,169,7,4,0,1
2,268,20,6,1,4
28,412,12,5,1,3
17,272,20,5,0,3
50,23,104,7,0,3
48,426,2,1,1,4
38,122,61,4,1,4
29,454,13,6,1,2
44,302,23,4,0,4
40,152,1,6,0,4
3,179,51,4,1,4
60,441,12,3,0,2
32,397,22,2,0,4
19,8,477,7,1,4
47,510,9,5,0,3
32,509,5,7,0,1
41,385,19,1,1,3
48,227,8,5,0,3
45,294,25,3,0,1
18,31,59,4,1,1
44,13,751,3,0,2
10,457,12,5,1,3
10,207,32,1,1,4
24,246,20,4,0,2
52,211,34,3,1,2
37,121,64,1,0,4
19,62,106,4,1,3
42,310,4,1,1,3
4,222,22,4,1,1
42,86,65,4,0,2
23,81,26,5,1,4
42,412,23,7,1,4
32,397,22,2,1,2
9,111,13,1,1,1
44,447,9,3,0,3
36,212,37,5,0,3
21,193,42,5,1,2
7,82,18,7,1,4
63,93,31,1,1,3
24,480,16,5,1,4
36,389,3,2,1,4
31,255,15,2,1,2
27,248,3,1,1,1
30,418,9,5,0,2
40,223,8,6,1,4
56,371,19,5,0,2
37,106,10,1,1,1
8,193,41,7,1,1
51,388,21,2,0,2
10,220,35,1,1,1
22,437,13,1,1,3
49,279,13,6,1,3
39,188,11,4,0,4
64,43,152,1,0,4
43,312,5,7,0,1
33,58,109,6,1,4
9,449,16,2,1,3
58,368,19,7,1,4
63,273,34,2,0,3
44,502,16,7,0,2
11,404,11,7,1,2
38,493,9,7,0,1
13,179,47,6,1,3
62,366,16,4,0,2
2,279,17,7,1,2
28,215,36,3,0,1
2,497,4,2,0,1
9,235,26,3,1,4
17,317,26,4,0,3
49,354,19,4,1,3
38,297,5,2,0,1
54,154,22,5,1,1
30,245,16,3,0,3
4,406,17,7,1,3
35,375,23,6,0,1
25,311,6,1,1,1
39,382,9,1,0,3
64,455,15,3,1,1
51,501,3,3,0,4
14,80,55,4,0,4
64,223,30,4,0,2
50,287,6,6,0,3
8,300,10,6,1,2
31,441,3,3,0,4
7,356,15,3,0,2
27,448,13,3,1,1
