batchsize,dim_input,dim_output,activation_fct
41,570,2862,0
41,577,2620,0
41,578,643,0
41,580,1063,1
41,582,3766,1
41,592,2956,0
41,596,2893,1
41,605,3258,1
41,608,1000,1
41,612,2309,0
41,614,1104,0
41,616,2191,1
41,619,1877,1
41,622,3464,0
41,625,837,1
41,630,1585,0
41,630,2642,1
41,630,3051,1
41,633,2520,0
41,637,317,0
41,637,3054,0
41,638,829,0
41,638,1871,0
41,639,1372,0
41,642,3629,0
41,644,2631,1
41,644,3791,1
41,647,3613,0
41,648,265,0
41,648,1218,1
41,648,2281,0
41,654,3174,1
41,663,871,0
41,663,3409,0
41,671,3531,0
41,673,3692,0
41,674,2846,0
41,679,2957,1
41,681,2007,1
41,682,1788,0
41,684,1266,0
41,685,1618,0
41,687,764,1
41,692,2103,1
41,695,1068,1
41,702,1304,0
41,703,1039,0
41,707,2703,0
41,707,3232,1
41,713,2127,0
41,717,397,0
41,722,3156,0
41,724,1929,0
41,730,1087,1
41,732,2415,1
41,734,2495,0
41,735,511,1
41,740,2998,1
41,743,750,0
41,745,1608,1
41,750,422,1
41,753,1564,1
41,753,4014,0
41,755,311,1
41,757,68,1
41,760,54,0
41,762,3107,0
41,765,4054,0
41,767,2565,0
41,768,2530,0
41,770,3192,0
41,773,3905,0
41,776,789,1
41,776,2171,1
41,785,1791,1
41,786,2482,0
41,786,3651,0
41,788,117,0
41,789,1843,1
41,790,180,0
41,793,133,0
41,798,3089,1
41,801,1030,1
41,809,3570,1
41,813,3856,0
41,815,2400,1
41,818,1796,0
41,818,2450,0
41,819,3796,0
41,821,3238,0
41,822,3687,0
41,823,1503,0
41,824,2921,1
41,826,1235,1
41,832,1215,1
41,837,768,0
41,849,3536,1
41,849,3585,0
41,850,1096,0
41,851,2815,1
41,853,1552,1
41,855,3330,0
41,855,3638,1
41,856,2680,0
41,862,4061,1
41,872,1200,0
41,872,3660,0
41,882,145,1
41,883,3464,1
41,885,3842,1
41,886,3681,1
41,890,3787,1
41,891,2080,0
41,891,2128,1
41,892,2411,1
41,894,660,1
41,899,3021,1
41,900,221,0
41,903,2045,0
41,905,441,0
41,907,2175,0
41,907,2776,0
41,907,3073,0
41,909,20,0
41,910,1845,0
41,918,1633,1
41,925,895,0
41,925,1777,1
41,926,3723,1
41,929,3652,0
41,933,3991,1
41,936,873,1
41,937,1050,1
41,939,3354,0
41,945,3002,1
41,945,4003,0
41,946,2079,1
41,946,3893,0
41,947,2583,0
41,951,3409,0
41,951,3763,1
41,958,2174,1
41,964,3923,0
41,966,1774,1
41,966,4029,0
41,967,3523,0
41,986,3222,0
41,988,2296,1
41,991,245,1
41,991,2147,1
41,1000,1583,1
41,1002,3624,1
41,1007,2621,1
41,1014,1145,0
41,1016,607,1
41,1018,1193,1
41,1021,4048,1
41,1022,1074,1
41,1028,1981,1
41,1035,82,0
41,1036,595,1
41,1038,325,0
41,1038,1111,1
41,1038,1307,1
41,1053,1133,0
41,1056,2728,1
41,1061,4082,0
41,1065,2678,1
41,1066,3123,0
41,1067,3607,1
41,1068,3611,0
41,1069,2165,0
41,1070,766,1
41,1077,1804,1
41,1078,3017,0
41,1078,3949,1
41,1079,2205,0
41,1080,3332,1
41,1081,1396,1
41,1082,1788,1
41,1082,2621,1
41,1083,1962,1
41,1083,3856,1
41,1087,4073,1
41,1088,1967,0
41,1099,437,0
41,1099,2002,0
41,1102,2414,0
41,1102,3035,0
41,1104,3338,1
41,1108,1928,0
41,1110,554,0
41,1111,785,1
41,1111,3322,0
41,1114,1700,0
41,1114,3796,1
41,1116,49,1
41,1121,2732,0
41,1126,3205,1
41,1128,3711,0
41,1130,411,0
41,1135,2142,1
41,1139,127,1
41,1139,3195,1
41,1143,3277,0
41,1143,3728,1
41,1146,2873,0
41,1147,1518,0
41,1151,1894,0
41,1155,1822,1
41,1158,3072,0
41,1159,2001,1
41,1162,358,1
41,1163,2181,1
41,1164,791,1
41,1164,1076,0
41,1173,1717,1
41,1173,1975,0
41,1175,2500,1
41,1176,968,0
41,1176,2377,1
41,1179,293,1
41,1182,2782,0
41,1183,2122,0
41,1185,740,1
41,1190,1654,0
41,1192,3141,0
41,1193,2501,1
41,1194,3505,0
41,1199,794,1
41,1202,503,1
41,1204,1227,1
41,1208,1564,1
41,1214,1811,0
41,1220,1824,0
41,1220,3494,0
41,1225,1328,1
41,1231,155,1
41,1231,1039,1
41,1231,1343,1
41,1231,3185,1
41,1233,1312,0
41,1238,191,1
41,1240,433,1
41,1242,1974,1
41,1244,949,0
41,1245,2661,0
41,1245,3992,1
41,1246,121,1
41,1247,1900,0
41,1251,3430,1
41,1252,875,0
41,1257,3614,0
41,1258,2970,0
41,1260,3592,0
41,1262,3588,0
41,1263,3799,1
41,1267,1772,1
41,1267,3481,0
41,1268,3963,0
41,1270,3251,0
41,1278,1076,0
41,1282,2217,1
41,1298,1587,1
41,1300,272,0
41,1302,3007,1
41,1304,2324,1
41,1306,1438,1
41,1319,783,1
41,1325,3394,1
41,1325,3968,1
41,1326,358,1
41,1331,912,1
41,1334,3748,1
41,1344,453,1
41,1347,459,0
41,1350,2555,0
41,1354,1587,0
41,1362,990,0
41,1366,697,0
41,1369,135,0
41,1375,3009,0
41,1377,1058,0
41,1379,3529,1
41,1382,2585,0
41,1384,697,0
41,1384,1470,0
41,1387,3590,0
41,1393,696,1
41,1397,1375,1
41,1397,2907,0
41,1398,1316,1
41,1405,2336,1
41,1410,4083,1
41,1412,1564,1
41,1413,2760,1
41,1415,2014,0
41,1417,3314,0
41,1418,2142,0
41,1426,3303,0
41,1428,2818,1
41,1433,2306,1
41,1433,3860,0
41,1434,2114,1
41,1436,3383,1
41,1439,826,1
41,1445,1323,0
41,1448,2079,0
41,1450,2878,0
41,1454,2546,0
41,1460,1808,1
41,1472,2782,0
41,1488,3419,0
41,1490,1539,0
41,1490,3974,0
41,1497,2443,0
41,1512,2502,0
41,1514,201,1
41,1519,3894,1
41,1520,4016,1
41,1521,1898,0
41,1523,2405,0
41,1529,1349,1
41,1529,2799,0
41,1529,3385,1
41,1531,586,1
41,1533,649,0
41,1535,361,0
41,1535,823,0
41,1537,2807,0
41,1544,765,0
41,1548,2670,1
41,1552,484,0
41,1554,99,1
41,1555,193,1
41,1555,1804,0
41,1559,648,1
41,1559,1496,0
41,1559,1665,1
41,1561,701,0
41,1563,49,0
41,1565,2133,1
41,1566,325,1
41,1567,1072,1
41,1569,3882,1
41,1570,3622,1
41,1574,1166,0
41,1574,1776,0
41,1575,1270,1
41,1576,1151,0
41,1581,3213,1
41,1589,757,0
41,1592,3399,0
41,1597,1663,1
41,1600,2436,1
41,1600,3463,1
41,1601,822,1
41,1602,273,0
41,1610,73,0
41,1619,263,0
41,1622,250,0
41,1622,3622,0
41,1622,3964,0
41,1630,3156,1
41,1632,2893,0
41,1634,2828,1
41,1636,3855,0
41,1638,2753,1
41,1647,2733,0
41,1649,1872,1
41,1656,2167,1
41,1656,2381,1
41,1658,103,0
41,1659,3677,1
41,1660,2625,0
41,1663,3992,1
41,1664,202,0
41,1667,1499,0
41,1668,2701,1
41,1670,3206,0
41,1674,3048,0
41,1679,2347,0
41,1681,2797,1
41,1684,2437,0
41,1687,1357,1
41,1687,4013,1
41,1688,2109,1
41,1688,3278,0
41,1689,51,0
41,1690,126,1
41,1690,1001,1
41,1691,4052,1
41,1692,103,0
41,1696,3742,0
41,1701,1095,1
41,1701,1258,1
41,1706,777,0
41,1709,382,1
41,1713,2671,0
41,1713,2691,0
41,1716,1176,1
41,1719,621,1
41,1719,2412,1
41,1719,3183,0
41,1721,2611,1
41,1729,616,1
41,1731,303,0
41,1734,3944,1
41,1735,573,1
41,1736,1442,0
41,1738,3697,1
41,1742,1356,0
41,1744,630,0
41,1745,443,0
41,1746,16,0
41,1750,234,0
41,1751,304,0
41,1753,999,1
41,1758,3415,0
41,1759,3679,0
41,1763,1563,0
41,1765,2692,0
41,1767,2533,0
41,1769,182,0
41,1770,1925,0
41,1774,3580,0
41,1778,2998,1
41,1781,2116,1
41,1783,45,0
41,1783,777,0
41,1792,1282,1
41,1796,825,1
41,1801,1622,0
41,1802,2285,1
41,1802,4016,0
41,1805,1246,1
41,1806,3692,0
41,1806,3741,1
41,1807,3568,1
41,1807,3765,1
41,1813,2903,1
41,1816,86,0
41,1817,609,1
41,1817,2305,1
41,1819,134,1
41,1821,3127,0
41,1823,1256,1
41,1829,1702,1
41,1829,3422,1
41,1837,201,0
41,1839,171,1
41,1841,2358,1
41,1847,3682,1
41,1848,2512,1
41,1849,3048,0
41,1851,3729,0
41,1855,35,0
41,1855,849,0
41,1878,2571,0
41,1888,3895,1
41,1889,1385,0
41,1892,3917,0
41,1897,192,0
41,1909,2745,1
41,1912,1688,0
41,1914,2697,0
41,1920,3697,0
41,1925,253,1
41,1927,2229,0
41,1928,2129,0
41,1929,3835,1
41,1932,954,0
41,1938,2787,0
41,1941,2262,0
41,1943,2272,1
41,1944,1903,1
41,1945,4075,0
41,1946,4051,0
41,1955,1711,0
41,1958,2176,1
41,1959,102,1
41,1966,2139,1
41,1967,2888,0
41,1971,2022,1
41,1976,1855,0
41,1978,2129,0
41,1979,2316,1
41,1979,2881,1
41,1982,2879,0
41,1982,2915,0
41,1983,1189,1
41,1984,2591,1
41,1985,2083,1
41,1987,3095,0
41,1988,3680,0
41,1990,2997,0
41,1992,1297,0
41,1993,3722,1
41,1995,1126,1
41,1997,2472,1
41,2002,3936,0
41,2003,132,0
41,2007,574,0
41,2008,2848,1
41,2014,2924,0
41,2018,518,1
41,2018,3242,1
41,2019,612,0
41,2020,4054,1
41,2021,2995,1
41,2022,1101,0
41,2025,2793,1
41,2030,2282,1
41,2032,3481,1
41,2034,176,1
41,2034,2708,0
41,2034,2886,1
41,2036,3096,0
41,2037,1080,0
41,2037,3143,0
41,2042,1443,0
41,2042,2287,0
41,2043,1695,0
41,2052,65,0
41,2052,1347,1
41,2052,2366,0
41,2056,1795,0
41,2059,343,0
41,2059,2774,1
41,2066,2807,1
41,2068,3191,0
41,2069,3358,0
41,2074,3431,0
41,2080,3645,0
41,2082,2639,1
41,2085,815,0
41,2085,1484,1
41,2089,484,1
41,2093,2482,0
41,2111,3941,0
41,2115,16,0
41,2116,3490,0
41,2117,3884,0
41,2120,3063,0
41,2121,3232,0
41,2123,3234,1
41,2125,1917,1
41,2126,58,0
41,2127,426,0
41,2129,987,0
41,2130,929,0
41,2134,2363,0
41,2135,1539,0
41,2139,2590,0
41,2140,3786,1
41,2143,1496,1
41,2147,3748,0
41,2150,766,0
41,2150,1432,0
41,2151,2217,1
41,2156,3939,0
41,2159,2548,1
41,2165,3881,1
41,2170,2600,0
41,2171,3191,0
41,2172,749,0
41,2173,798,1
41,2180,1307,0
41,2183,1216,0
41,2184,325,0
41,2184,385,0
41,2184,3914,1
41,2187,2559,0
41,2188,3257,0
41,2193,904,1
41,2203,1102,1
41,2206,1114,0
41,2206,2050,1
41,2206,2523,0
41,2210,682,1
41,2214,311,0
41,2214,567,0
41,2215,1096,1
41,2227,2173,1
41,2233,225,0
41,2235,2025,1
41,2238,832,0
41,2238,3512,1
41,2242,3125,0
41,2246,3440,1
41,2248,4041,0
41,2252,1796,0
41,2263,1226,0
41,2265,1215,1
41,2266,3812,1
41,2269,406,0
41,2269,3298,0
41,2270,2466,0
41,2273,3167,0
41,2273,4043,1
41,2277,1787,1
41,2277,2797,0
41,2279,1060,0
41,2279,1725,0
41,2281,1558,1
41,2289,3381,1
41,2297,696,0
41,2297,1860,0
41,2300,875,0
41,2300,952,1
41,2300,1020,1
41,2302,1545,0
41,2303,2254,1
41,2307,412,1
41,2310,690,0
41,2311,1577,0
41,2311,4095,1
41,2313,2446,1
41,2314,139,0
41,2314,2017,0
41,2315,669,1
41,2317,3861,0
41,2320,904,1
41,2321,2015,1
41,2322,3192,1
41,2324,181,1
41,2330,358,1
41,2332,1708,1
41,2334,1664,0
41,2334,3460,1
41,2342,3663,1
41,2347,3050,0
41,2347,3087,1
41,2349,2656,0
41,2350,3864,0
41,2354,3777,1
41,2358,510,1
41,2360,2304,1
41,2361,2539,1
41,2361,3230,1
41,2363,1858,0
41,2364,3657,1
41,2365,2444,1
41,2373,1389,0
41,2377,2216,1
41,2377,2931,1
41,2386,768,0
41,2387,1060,1
41,2392,963,0
41,2393,2223,0
41,2395,1530,0
41,2395,3885,1
41,2399,1676,0
41,2402,1605,1
41,2404,1966,0
41,2407,1462,0
41,2408,239,1
41,2408,562,1
41,2409,1108,0
41,2416,2589,1
41,2416,2743,0
41,2420,2165,1
41,2423,1460,0
41,2423,3148,0
41,2426,3193,0
41,2431,3738,0
41,2432,3693,0
41,2436,1396,0
41,2438,1553,0
41,2450,3515,1
41,2452,3107,1
41,2452,3505,0
41,2454,3826,0
41,2456,1957,0
41,2456,3074,0
41,2457,55,1
41,2457,2470,1
41,2458,1180,0
41,2458,3641,1
41,2460,33,1
41,2472,319,1
41,2475,417,1
41,2476,290,1
41,2485,413,1
41,2488,1470,0
41,2494,1955,1
41,2498,1922,1
41,2503,2618,0
41,2503,3068,1
41,2507,21,0
41,2508,1133,0
41,2509,1127,0
41,2512,468,1
41,2517,258,0
41,2517,3447,0
41,2523,1747,0
41,2530,2327,0
41,2534,271,1
41,2534,977,0
41,2537,54,0
41,2541,3414,1
41,2542,1407,0
41,2544,1645,1
41,2550,49,0
41,2550,273,1
41,2562,3749,1
41,2564,1803,0
41,2565,1210,1
41,2565,1579,0
41,2571,1255,0
41,2580,3998,0
41,2582,4012,0
41,2583,620,1
41,2583,2053,1
41,2584,2221,1
41,2584,3909,1
41,2590,1316,0
41,2596,142,1
41,2599,3223,0
41,2601,2724,0
41,2603,4001,1
41,2610,3578,1
41,2613,1944,1
41,2616,3996,1
41,2617,1366,1
41,2617,2457,1
41,2619,2081,0
41,2619,2964,1
41,2619,3512,1
41,2621,3581,0
41,2622,1116,0
41,2629,3602,0
41,2633,2528,1
41,2636,932,0
41,2639,995,1
41,2641,3578,0
41,2642,29,1
41,2646,1144,1
41,2648,3074,0
41,2655,2207,1
41,2660,882,0
41,2661,2745,0
41,2666,2527,1
41,2668,2518,1
41,2672,2535,1
41,2683,2842,1
41,2686,3076,0
41,2687,1669,0
41,2691,2864,0
41,2692,2966,1
41,2694,3572,1
41,2695,1739,1
41,2695,3257,0
41,2696,2268,1
41,2696,3816,1
41,2697,3612,0
41,2703,2822,0
41,2704,2564,0
41,2708,1716,0
41,2710,3928,1
41,2713,549,0
41,2715,382,1
41,2716,4062,0
41,2717,3636,1
41,2719,3527,1
41,2721,2504,1
41,2723,198,0
41,2723,3410,1
41,2727,3219,1
41,2736,1531,1
41,2739,646,1
41,2744,3488,1
41,2746,2359,0
41,2752,2157,1
41,2753,1850,0
41,2754,3095,1
41,2755,1959,1
41,2759,2381,1
41,2761,3886,0
41,2764,136,0
41,2766,1640,1
41,2767,4035,1
41,2771,334,0
41,2771,3699,0
41,2773,1050,1
41,2773,3489,0
41,2774,3497,1
41,2775,2991,0
41,2776,587,0
41,2777,1372,0
41,2777,3520,0
41,2779,4013,1
41,2783,2522,1
41,2787,1747,1
41,2793,4060,0
41,2795,342,1
41,2796,202,0
41,2797,30,1
41,2802,3565,1
41,2808,1408,1
41,2811,3840,0
41,2812,3043,1
41,2813,2730,0
41,2816,958,0
41,2824,3755,0
41,2830,1160,1
41,2835,357,1
41,2835,3660,0
41,2836,2195,1
41,2840,583,1
41,2848,3369,1
41,2856,2784,0
41,2861,3531,1
41,2862,3685,0
41,2867,2512,1
41,2871,1559,1
41,2872,1283,0
41,2873,131,0
41,2875,3465,1
41,2884,306,0
41,2886,3562,1
41,2887,708,1
41,2887,2002,0
41,2891,927,1
41,2893,226,1
41,2894,889,1
41,2900,1335,0
41,2908,2215,0
41,2911,3959,0
41,2918,211,0
41,2918,3717,0
41,2919,3702,1
41,2921,3935,0
41,2922,234,1
41,2923,3850,1
41,2926,723,0
41,2930,792,1
41,2932,1458,1
41,2933,3165,1
41,2933,3369,1
41,2942,3048,1
41,2950,3960,1
41,2952,3337,0
41,2953,657,1
41,2955,1678,1
41,2955,2313,0
41,2957,1544,1
41,2960,2523,0
41,2964,857,1
41,2967,4089,1
41,2968,2423,1
41,2973,795,1
41,2973,1437,1
41,2984,3052,1
41,2986,2091,0
41,2993,1302,1
41,2993,3597,0
41,2994,3142,0
41,2996,654,0
41,2996,1448,0
41,2996,3713,1
41,2997,1028,0
41,3000,673,0
41,3000,1745,0
41,3000,3228,0
41,3009,2253,0
41,3011,2181,0
41,3011,2327,1
41,3013,715,0
41,3017,4001,1
41,3018,3150,1
41,3020,1928,1
41,3021,267,1
41,3024,2937,1
41,3026,118,1
41,3031,168,1
41,3032,2786,1
41,3034,719,0
41,3039,3697,0
41,3040,1992,0
41,3045,3335,1
41,3049,3142,0
41,3054,643,0
41,3055,2272,0
41,3060,3290,1
41,3066,1862,0
41,3066,2309,1
41,3067,904,1
41,3071,1514,0
41,3074,827,1
41,3075,920,1
41,3075,2238,0
41,3075,3327,1
41,3077,3572,1
41,3079,2276,0
41,3081,577,1
41,3083,714,0
41,3087,3017,1
41,3088,1008,1
41,3090,46,0
41,3090,141,1
41,3090,2870,1
41,3091,1900,0
41,3098,2184,0
41,3102,3734,0
41,3105,1795,1
41,3107,3346,1
41,3115,3982,1
41,3117,2803,1
41,3132,3104,0
41,3135,549,0
41,3143,1575,1
41,3154,3976,0
41,3155,3578,0
41,3159,3509,0
41,3161,1467,1
41,3168,2061,1
41,3169,3051,0
41,3170,1603,0
41,3171,2336,1
41,3177,808,1
41,3179,3522,0
41,3187,3724,1
41,3189,2095,0
41,3190,3251,0
41,3191,28,0
41,3193,109,0
41,3193,2464,1
41,3198,4044,1
41,3206,631,1
41,3208,1034,1
41,3210,1331,0
41,3210,2934,1
41,3216,966,1
41,3217,4047,0
41,3218,3454,1
41,3220,745,0
41,3222,1823,0
41,3222,1957,0
41,3232,4039,1
41,3234,1070,1
41,3235,1901,0
41,3237,91,0
41,3239,1152,1
41,3239,1298,0
41,3242,454,1
41,3244,554,1
41,3248,1425,0
41,3253,3223,0
41,3254,2901,1
41,3254,3468,1
41,3261,47,0
41,3265,3680,0
41,3266,141,0
41,3266,1912,1
41,3267,1687,1
41,3268,3124,1
41,3274,3630,1
41,3278,302,1
41,3278,3478,1
41,3279,3685,1
41,3288,3346,1
41,3289,3617,0
41,3292,1284,0
41,3294,1815,0
41,3294,2268,0
41,3304,1329,1
41,3305,1615,0
41,3306,1326,1
41,3319,3180,1
41,3321,3925,0
41,3322,2886,0
41,3324,2748,1
41,3325,342,0
41,3327,1194,1
41,3328,1141,1
41,3328,3490,1
41,3333,509,1
41,3337,4067,0
41,3339,135,0
41,3341,1540,1
41,3342,7,0
41,3344,2694,0
41,3345,2935,0
41,3346,3908,1
41,3347,3954,1
41,3350,140,0
41,3354,1837,1
41,3354,2553,1
41,3357,3249,0
41,3358,2519,0
41,3359,40,0
41,3361,2883,1
41,3362,2929,0
41,3366,1437,1
41,3369,1822,0
41,3372,1432,1
41,3374,1644,1
41,3386,150,0
41,3386,2001,0
41,3395,2811,0
41,3396,447,1
41,3403,3503,1
41,3407,1936,1
41,3407,3989,1
41,3408,1080,1
41,3409,383,0
41,3409,3171,0
41,3410,3105,0
41,3411,21,1
41,3413,1088,0
41,3415,3654,0
41,3416,2488,0
41,3417,1651,0
41,3417,3913,1
41,3419,1600,0
41,3420,925,1
41,3423,2578,0
41,3427,425,1
41,3427,2768,0
41,3430,572,1
41,3441,733,1
41,3441,2212,1
41,3444,2306,1
41,3446,2586,1
41,3446,2663,1
41,3449,950,1
41,3451,2846,0
41,3455,1222,1
41,3457,1035,1
41,3463,684,1
41,3463,2436,1
41,3467,1458,1
41,3468,3176,1
41,3470,80,0
41,3472,1019,0
41,3475,2736,0
41,3482,1218,0
41,3484,429,1
41,3484,814,0
41,3484,3042,0
41,3485,3141,0
41,3486,2896,1
41,3487,3584,1
41,3488,3191,1
41,3491,2235,1
41,3494,1452,0
41,3494,1903,0
41,3504,364,0
41,3508,132,1
41,3513,1614,0
41,3514,3342,1
41,3520,2684,0
41,3522,583,0
41,3522,1379,0
41,3523,1458,1
41,3525,555,1
41,3528,883,0
41,3530,2271,0
41,3533,1827,1
41,3534,3112,1
41,3537,1817,0
41,3539,3738,0
41,3541,1158,0
41,3549,1663,1
41,3553,2746,0
41,3555,768,1
41,3562,1580,0
41,3562,3511,1
41,3564,3213,1
41,3566,3146,1
41,3570,21,0
41,3572,3980,1
41,3575,2032,0
41,3583,1124,0
41,3589,2414,1
41,3592,1247,0
41,3595,73,0
41,3595,1483,1
41,3599,3500,0
41,3599,3755,1
41,3601,1048,0
41,3603,375,0
41,3605,2312,1
41,3610,1062,0
41,3612,917,1
41,3615,3640,1
41,3618,1753,0
41,3621,3166,1
41,3636,1709,1
41,3638,1260,0
41,3642,1291,0
41,3646,1427,1
41,3647,1255,1
41,3651,3314,0
41,3652,3995,0
41,3653,1671,0
41,3654,92,1
41,3656,1140,1
41,3657,282,0
41,3657,3936,1
41,3660,65,1
41,3663,3684,1
41,3670,175,0
41,3670,1488,0
41,3674,3644,1
41,3676,3400,0
41,3678,817,1
41,3678,1601,0
41,3679,1278,1
41,3681,128,0
41,3681,593,1
41,3681,2898,0
41,3685,2343,1
41,3688,3303,1
41,3692,2244,0
41,3694,780,1
41,3700,1027,1
41,3703,4051,1
41,3707,781,1
41,3707,3251,1
41,3710,41,0
41,3711,1479,0
41,3711,2180,0
41,3715,2561,0
41,3715,2729,0
41,3716,581,1
41,3720,2406,1
41,3724,1349,0
41,3727,3989,1
41,3745,1523,1
41,3746,1673,1
41,3747,1571,1
41,3753,1993,0
41,3754,1503,0
41,3754,1951,0
41,3758,2372,1
41,3760,118,1
41,3765,2998,1
41,3767,3747,1
41,3778,3063,0
41,3778,3514,0
41,3779,48,0
41,3779,692,0
41,3780,437,0
41,3786,3369,0
41,3788,1484,0
41,3795,3414,0
41,3803,3461,0
41,3811,422,1
41,3811,1919,0
41,3811,1967,1
41,3813,3301,1
41,3817,3165,0
41,3818,3550,1
41,3824,3959,1
41,3826,1988,1
41,3831,1946,1
41,3831,2714,0
41,3840,344,0
41,3845,3973,1
41,3846,2484,0
41,3849,1218,1
41,3851,1068,0
41,3852,1004,1
41,3862,218,1
41,3863,2221,0
41,3865,2114,0
41,3867,724,1
41,3867,1336,1
41,3870,2047,1
41,3875,205,1
41,3875,1387,0
41,3875,2009,1
41,3888,624,0
41,3894,883,0
41,3901,2348,1
41,3904,3406,1
41,3905,3565,1
41,3907,3794,1
41,3908,3117,1
41,3909,3695,1
41,3912,1472,0
41,3913,1043,1
41,3916,1116,0
41,3917,211,1
41,3917,3693,1
41,3918,2464,1
41,3919,3458,1
41,3920,869,1
41,3921,2432,0
41,3924,1472,0
41,3927,1309,0
41,3930,3485,0
41,3931,2345,0
41,3931,3014,0
41,3935,2864,1
41,3948,1778,0
41,3949,1755,0
41,3951,845,0
41,3956,1453,1
41,3956,3427,1
41,3956,3621,0
41,3958,1707,1
41,3961,2868,0
41,3966,3833,1
41,3967,2628,1
41,3968,754,1
41,3970,1147,1
41,3972,1508,0
41,3975,3976,1
41,3979,1147,1
41,3979,2898,1
41,3982,3379,1
41,3983,2983,1
41,3983,3014,1
41,3983,3112,1
41,3985,2041,0
41,3988,258,1
41,3989,2892,1
41,3999,3622,1
41,4004,3143,0
41,4005,2024,0
41,4009,3650,0
41,4012,734,1
41,4018,3664,0
41,4020,2825,0
41,4021,2109,1
41,4021,4008,1
41,4022,3360,1
41,4025,2177,1
41,4025,3876,0
41,4027,3226,1
41,4028,2752,0
41,4029,1968,1
41,4035,1266,0
41,4037,2560,0
41,4037,2642,1
41,4048,755,0
41,4048,2190,0
41,4050,3770,0
41,4053,2968,0
41,4065,453,1
41,4068,275,0
41,4077,3931,1
41,4079,46,1
41,4080,3509,1
41,4082,2916,0
41,4083,508,0
41,4086,3710,1
41,4091,1107,1
41,4091,2460,1
41,4092,979,0
41,4094,75,0
42,5,2151,1
42,6,1219,1
42,8,2011,1
42,9,402,0
42,12,3991,0
42,13,2033,1
42,14,3348,1
42,15,819,1
42,19,550,1
42,22,3187,0
42,24,1068,0
42,25,4021,1
42,26,3522,0
42,27,2330,1
42,28,957,1
42,29,846,1
42,30,1541,0
42,32,3055,1
42,33,758,1
42,36,1395,0
42,38,100,0
42,38,3775,1
42,42,2896,0
42,42,3738,1
42,43,1187,1
42,46,2556,1
42,48,259,1
42,48,914,1
42,54,2055,0
42,54,2890,0
42,63,1386,1
42,63,2676,0
42,65,3460,0
42,69,2446,1
42,74,3832,1
42,81,64,0
42,85,1629,0
42,90,396,0
42,92,3390,0
42,94,938,1
42,94,3841,0
42,95,2473,1
42,96,728,1
42,96,1494,0
42,97,3337,0
42,101,538,0
42,101,2887,1
42,102,1111,1
42,112,1319,1
42,112,3947,0
42,112,4058,1
42,115,4068,0
42,116,3644,0
42,122,2785,0
42,122,3286,1
42,130,2102,0
42,132,1527,1
42,135,2668,1
42,139,3716,0
42,141,3318,0
42,144,3044,0
42,145,727,1
42,151,25,0
42,154,422,1
42,159,3884,1
42,166,330,1
42,171,2159,1
42,172,698,1
42,178,3231,1
42,181,885,0
42,181,2949,0
42,184,2086,1
42,185,620,1
42,190,2373,1
42,196,2804,0
42,200,2950,1
42,204,519,1
42,208,2096,0
42,208,3143,1
42,218,3143,1
42,222,3900,1
42,223,1641,0
42,223,3640,0
42,224,1802,1
42,224,4040,0
42,225,3282,1
42,230,2901,0
42,235,3570,1
42,236,2394,0
42,239,3284,0
42,240,1356,0
42,241,3618,1
42,243,3426,1
42,257,107,1
42,261,1348,0
42,262,889,1
42,262,1146,1
42,273,1424,1
42,279,3416,1
42,281,848,1
42,281,3388,0
42,284,3942,1
42,285,2574,1
42,286,897,0
42,289,2230,1
42,291,3282,1
42,294,731,0
42,294,2698,0
42,294,3427,0
42,296,183,0
42,298,191,1
42,300,2031,1
42,303,1885,0
42,304,1501,0
42,305,515,1
42,305,3762,0
42,309,2819,0
42,310,1115,1
42,311,839,1
42,314,2692,0
42,315,3176,0
42,316,3772,1
42,318,3378,0
42,319,3470,1
42,320,1880,0
42,320,3145,1
42,323,315,0
42,326,1647,1
42,326,3425,1
42,329,439,1
42,330,371,0
42,336,773,0
42,342,841,0
42,342,3927,0
42,343,1908,0
42,345,3544,1
42,348,766,1
42,349,3416,0
42,363,98,1
42,366,1936,1
42,370,1328,1
42,371,3902,1
42,374,650,1
42,374,2077,0
42,375,255,0
42,375,2836,1
42,375,4081,1
42,381,294,0
42,385,239,0
42,385,381,1
42,385,3287,0
42,386,2712,0
42,387,1151,0
42,393,1108,0
42,396,2499,0
42,396,3711,1
42,409,3985,0
42,410,1260,1
42,412,1461,0
42,413,480,0
42,413,3152,0
42,414,3457,0
42,417,974,1
42,422,3497,0
42,425,308,1
42,428,1162,1
42,432,3202,1
42,438,2635,0
42,440,2786,1
42,441,1914,1
42,444,66,1
42,444,1512,0
42,447,3826,0
42,448,2107,1
42,449,2460,1
42,449,3284,1
42,450,1678,0
42,452,3979,0
42,453,1440,1
42,458,645,1
42,463,1778,0
42,464,2099,1
42,466,3312,0
42,469,1571,0
42,473,2581,0
42,476,3919,1
42,481,3592,1
42,487,2831,0
42,488,1919,1
42,493,2346,0
42,496,3787,0
42,497,3684,0
42,507,4087,1
42,511,309,0
42,514,1572,1
42,520,2975,0
42,525,1927,0
42,525,2072,0
42,526,1946,1
42,530,2512,0
42,532,3887,1
42,537,1850,0
42,541,2514,0
42,542,2188,0
42,545,3846,1
42,547,1236,1
42,548,207,1
42,550,3713,1
42,551,1368,1
42,551,3556,0
42,552,1398,0
42,567,2068,0
42,568,3043,1
42,573,639,1
